En02;216131;1;BA10a;Profession principale;PCLCA;ARTISANE;ARTISANE;RC*;214F;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;1;BA23a;Activité économique de l'entreprise / patente;ACTIV;ARTISANAT;ARTISANAT;CCS;9411Z - Activités des organisations patronales et consulaires;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;1;D20;Diplôme le plus élevé;DIPINTA;CERTIFICAT D'ETUDE;CERTIFICAT D'ETUDE;NULL;7400100a;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;1;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;1;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;2;BA10a;Profession principale;PCLCA;AGENT COMMUNAL;AGENT COMMUNAL;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;2;BA22b;Nom de l'employeur;NOMSOC;MAIRIE DE RURUTU;MAIRIE;-;-;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;2;BA29;Nom de l'employeur;EMPL;MAIRIE DE RURUTU;-;-;-;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;2;BA32a;Activité économique de l'établissement employeur;ACTIVA;MAIRIE;MAIRIE;CCS;8411Z - Administration publique générale;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;2;D20;Diplôme le plus élevé;DIPINTA;DIPLOME NATIONAL BREVET;DIPLOME NATIONAL BREVET;NULL;6400100a;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;2;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;TERMINALE;TERMINALE;C_C;NULL;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;2;E12a;Activité principale année précédente;EACTIV;MAIRIE;NULL;NULL;NULL;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;2;G5a;Profession du père;FPCLCA;AGENT COMMUNAL;AGENT COMMUNAL;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;3;BA10a;Profession principale;PCLCA;JARDINIER;JARDINIER;RC*;631A - Jardiniers;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;3;BA22b;Nom de l'employeur;NOMSOC;ENTREPRISE TEPA;JARDINAGE;-;-;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;3;BA22b;Nom de l'entreprise ou du patenté;NOMSOC;ENTREPRISE TEPA;-;-;-;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;3;BA23a;Activité économique de l'entreprise / patente;ACTIV;JARDINAGE;JARDINAGE;CCS;8130Z - Services d'aménagement paysager;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;3;D20;Diplôme le plus élevé;DIPINTA;BEP;BEP;NULL;5100231s;23;Gestionnaire 01;02;0;Enquêteur 02
En02;216131;3;D21;Spécialité du diplôme;DIPSCDA;BATIMENT (SAI);BATIMENT (SAI);-;0732;23;Gestionnaire 01;02;0;Enquêteur 02
En01;216135;1;C6a;Profession antérieure;APCLCA;FEMME DE SERVICE;FEMME DE SERVICE;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);27;Gestionnaire 01;01;0;Enquêteur 01
En01;216135;1;C8;Activité principale employeur;AACTIV;SANTE;SANTE;CCS;8610Z - Activités hospitalières;27;Gestionnaire 01;01;0;Enquêteur 01
En01;216135;1;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;27;Gestionnaire 01;01;0;Enquêteur 01
En01;216135;1;G5a;Profession du père;FPCLCA;MATELOT;MATELOT;RC*;HORS;27;Gestionnaire 01;01;0;Enquêteur 01
En01;216135;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;3 ANNEE CAP;3 ANNEE CAP;CCS;50000;27;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;1;BA10a;Profession principale;PCLCA;AGENT TECHNIQUE;AGENT TECHNIQUE;RC*;479B - Experts salariés de niveau technicien, techniciens divers;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;1;BA22b;Nom de l'employeur;NOMSOC;EQUIPEMENT;TRAVAUX PUBLIC;-;-;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;1;BA29;Nom de l'employeur;EMPL;EQUIPEMENT;-;-;-;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;1;BA32a;Activité économique de l'établissement employeur;ACTIVA;TRAVAUX PUBLIC;TRAVAUX PUBLIC;CCS;NULL;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;1;BA51;Profession dans autre activité;SPCLCA;AGRICULTEUR;AGRICULTEUR;RC*;111F;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;1;BE6a;Activité économique établissement;CACTIV;ADMINISTRATION;ADMINISTRATION;CCS;8411Z;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;1;BE8a;Profession à l'entrée dans l'entreprise;CPCLCA;PERSONNEL NAVIGUANT;PERSONNEL NAVIGUANT;RC*;546D - Hôtesses de l'air et stewards;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;1;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;1;E12a;Activité principale année précédente;EACTIV;TRAVAUX PUBLIC;NULL;NULL;NULL;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;2;C6a;Profession antérieure;APCLCA;AGENT TECHNIQUE;AGENT TECHNIQUE;RC*;479B - Experts salariés de niveau technicien, techniciens divers;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;2;C8;Activité principale employeur;AACTIV;TRANSPORT AERIEN;TRANSPORT AERIEN;CCS;5110Z - Transports aériens de passagers;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;2;D20;Diplôme le plus élevé;DIPINTA;BEPC;BEPC;NULL;6400100a;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;2;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;TERMINALE BAC GENERAL;TERMINALE BAC GENERAL;CCS;47000;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;2;G15a;Profession de la mère;MPCLCA;AGENT DE DOUANE;AGENT DE DOUANE;RC*;522A - Agents de constatation ou de recouvrement des Impôts, du Trésor, des Douanes*;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216136;2;G5a;Profession du père;FPCLCA;AGENT DE DOUANE;AGENT DE DOUANE;RC*;522A - Agents de constatation ou de recouvrement des Impôts, du Trésor, des Douanes*;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216137;1;C6a;Profession antérieure;APCLCA;OUVRIER AGRICOLE;OUVRIER AGRICOLE;RC*;691E - Ouvriers agricoles sans spécialisation particulière;99;Gestionnaire 01;01;0;Enquêteur 01
En01;216137;1;C8;Activité principale employeur;AACTIV;ADMINISTRATION;ADMINISTRATION;CCS;8411Z - Administration publique générale;99;Gestionnaire 01;01;0;Enquêteur 01
En01;216137;1;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;99;Gestionnaire 01;01;0;Enquêteur 01
En01;216138;1;C6a;Profession antérieure;APCLCA;AUXILIAIRE DE VIE;AUXILIAIRE DE VIE;RCS;563B - Aides à domicile, aides ménagères, travailleuses familiales;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216138;1;D38;Année d'études atteinte et diplôme préparé;NIVINTA;3EME;3EME;CCS;64000;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216138;1;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216138;2;BA10a;Profession principale;PCLCA;AGRICULTEUR;AGRICULTEUR;RC*;111F;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216138;2;BA23a;Activité économique de l'entreprise / patente;ACTIV;AGRICULTURE;AGRICULTURE;CCS;0111Z - Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216138;2;BA51;Profession dans autre activité;SPCLCA;PECHEUR;PECHEUR;RC*;122C;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216138;2;BA52;Profession dans autre activité (2e essai);SPCLCB;MANUTENTIONNAIRE;MANUTENTIONNAIRE;RCS;676A - Manutentionnaires non qualifiés;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216138;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;5EME;5EME;CCS;79992;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216138;2;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;51;Gestionnaire 01;01;0;Enquêteur 01
En01;216139;1;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;75;Gestionnaire 01;02;0;Enquêteur 01
En01;216139;2;BA10a;Profession principale;PCLCA;MANUTENTIONNAIRE;MANUTENTIONNAIRE;RC*;676A - Manutentionnaires non qualifiés;75;Gestionnaire 01;02;0;Enquêteur 01
En01;216139;2;BA22b;Nom de l'employeur;NOMSOC;MAGASIN AO;COMMERCE;-;-;75;Gestionnaire 01;02;0;Enquêteur 01
En01;216139;2;BA29;Nom de l'employeur;EMPL;MAGASIN AO;-;-;-;75;Gestionnaire 01;02;0;Enquêteur 01
En01;216139;2;BA32a;Activité économique de l'établissement employeur;ACTIVA;COMMERCE;COMMERCE;CCS;4711F - Hypermarchés;75;Gestionnaire 01;02;0;Enquêteur 01
En01;216139;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;5EME;5EME;CCS;79992;75;Gestionnaire 01;02;0;Enquêteur 01
En01;216139;2;G5a;Profession du père;FPCLCA;ETALAGISTE;ETALAGISTE;RC*;465A - Concepteurs et assistants techniques des arts graphiques, de la mode et de la décoration salariés;75;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;1;C6a;Profession antérieure;APCLCA;PROFESSEUR DES ECOLES;PROFESSEUR DES ECOLES;RCS;421B - Professeurs des écoles;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;1;C8;Activité principale employeur;AACTIV;ENSEIGNEMENT;ENSEIGNEMENT;CCS;8531Z - Enseignement secondaire général;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;1;D20;Diplôme le plus élevé;DIPINTA;DNB;DNB;NULL;6400100a;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;1;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;1;D38;Année d'études atteinte et diplôme préparé;NIVINTA;1ERE ANNEE BEP COMPTA;1ERE ANNEE BEP COMPTA;CCS;68882;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;1;G15a;Profession de la mère;MPCLCA;COMMERCANTE;COMMERCANTE;RC*;227D;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;1;G5a;Profession du père;FPCLCA;AGRICULTEUR;AGRICULTEUR;RC*;111F;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;2;C6a;Profession antérieure;APCLCA;TECHNICIENNE DE SURFACE;TECHNICIENNE DE SURFACE;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;2;C8;Activité principale employeur;AACTIV;MAIRIE;MAIRIE;CCS;8411Z - Administration publique générale;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;2;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;2;G5a;Profession du père;FPCLCA;ELEVEUR;ELEVEUR;RC*;111E;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;3;BA10a;Profession principale;PCLCA;CHAUFFEUR;CHAUFFEUR;RC*;641A - Conducteurs routiers et grands routiers;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;3;BA22b;Nom de l'employeur;NOMSOC;COMMUNE;MAIRIE;-;-;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;3;BA29;Nom de l'employeur;EMPL;COMMUNE;-;-;-;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;3;BA32a;Activité économique de l'établissement employeur;ACTIVA;MAIRIE;MAIRIE;CCS;8411Z - Administration publique générale;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;3;BB3;Echelle / échelon / niveau / indice;GRADEC;9999999999999999999999999999999999999999;-;-;-;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;3;D20;Diplôme le plus élevé;DIPINTA;DNB;DNB;NULL;6400100a;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;3;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;3;D38;Année d'études atteinte et diplôme préparé;NIVINTA;TERMINALE BAC TECHNO;TERMINALE BAC TECHNO;CCS;43000;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;3;E12a;Activité principale année précédente;EACTIV;MAIRIE;NULL;NULL;NULL;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;3;G15a;Profession de la mère;MPCLCA;TECHNICIENNE DE SURFACE;TECHNICIENNE DE SURFACE;RC*;684A - Nettoyeurs;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;3;G5a;Profession du père;FPCLCA;PROFESSEUR DES ECOLES;PROFESSEUR DES ECOLES;RC*;421B - Professeurs des écoles;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;6;BA10a;Profession principale;PCLCA;AUXILIAIRE DE VIE SCOLAIRE;AUXILIAIRE DE VIE SCOLAIRE;RC*;525A - Agents de service des établissements primaires;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;6;BA22b;Nom de l'employeur;NOMSOC;GS DE MOERAI;ENSEIGNEMENT;-;-;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;6;BA29;Nom de l'employeur;EMPL;GS DE MOERAI;-;-;-;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;6;BA32a;Activité économique de l'établissement employeur;ACTIVA;ENSEIGNEMENT;ENSEIGNEMENT;CCS;8531Z - Enseignement secondaire général;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;6;BB3;Echelle / échelon / niveau / indice;GRADEC;ECHELON 6;-;-;-;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;6;D20;Diplôme le plus élevé;DIPINTA;BACCALAUREAT TECHNO;BACCALAUREAT TECHNO;NULL;4300331t;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;6;D21;Spécialité du diplôme;DIPSCDA;SMS;SMS;-;0923;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;6;E12a;Activité principale année précédente;EACTIV;ENSEIGNEMENT;NULL;NULL;NULL;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;6;G15a;Profession de la mère;MPCLCA;TECHNICIENNE DE SURFACE;TECHNICIENNE DE SURFACE;RC*;684A - Nettoyeurs;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;6;G5a;Profession du père;FPCLCA;PROFESSEUR DES ECOLES;PROFESSEUR DES ECOLES;RC*;421B - Professeurs des écoles;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;7;BA10a;Profession principale;PCLCA;AGENT MANUTENTIONNAIRE;AGENT MANUTENTIONNAIRE;RC*;676A - Manutentionnaires non qualifiés;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;7;BA22b;Nom de l'employeur;NOMSOC;AIR TAHITI;TRANSPORT AERIEN;-;-;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;7;BA29;Nom de l'employeur;EMPL;AIR TAHITI;-;-;-;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;7;BA32a;Activité économique de l'établissement employeur;ACTIVA;TRANSPORT AERIEN;TRANSPORT AERIEN;CCS;5110Z - Transports aériens de passagers;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;7;D20;Diplôme le plus élevé;DIPINTA;BAC PRO;BAC PRO;NULL;4000234s;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;7;D21;Spécialité du diplôme;DIPSCDA;MENUISERIE;MENUISERIE;-;0732;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;7;E12a;Activité principale année précédente;EACTIV;TRANSPORT AERIEN;NULL;NULL;NULL;51;Gestionnaire 01;02;0;Enquêteur 01
En01;216141;7;G5a;Profession du père;FPCLCA;CHAUFFEUR ROUTIER;CHAUFFEUR ROUTIER;RC*;641A - Conducteurs routiers et grands routiers;51;Gestionnaire 01;02;0;Enquêteur 01
En02;216142;1;C6a;Profession antérieure;APCLCA;INFIRMIERE;INFIRMIERE;RCS;431F - Infirmiers en soins généraux, salariés;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;1;C8;Activité principale employeur;AACTIV;MEDICAUX SOCIAL;MEDICAUX SOCIAL;ER3;NULL;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;1;D20;Diplôme le plus élevé;DIPINTA;DIPLOME D'ETAT D'INFIRMIER;DIPLOME D'ETAT D'INFIRMIER;NULL;3960331t;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;1;D21;Spécialité du diplôme;DIPSCDA;INFIRMIER;INFIRMIER;-;0913;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;1;D60;Spécialité formation non-formelle;ETMSPA;SPORT;-;-;-;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;1;E12a;Activité principale année précédente;EACTIV;MEDICAUX SOCIAL;MEDICAUX SOCIAL;CCS;NULL;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;1;E9a;Profession année dernière;EPCLCA;INFIRMIERE;INFIRMIERE;RCS;431F - Infirmiers en soins généraux, salariés;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;1;G15a;Profession de la mère;MPCLCA;PEINTRE;PEINTRE;RC*;632G - Peintres et ouvriers qualifiés de pose de revêtements sur supports verticaux;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;1;G5a;Profession du père;FPCLCA;MEDECIN;MEDECIN;RC*;311B;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;BA10a;Profession principale;PCLCA;MEDECIN;MEDECIN;RC*;311B;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;BA22b;Nom de l'employeur;NOMSOC;CENTRE MEDICAL DE RURUTU;SANTE;-;-;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;BA29;Nom de l'employeur;EMPL;CENTRE MEDICAL DE RURUTU;-;-;-;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;BA32a;Activité économique de l'établissement employeur;ACTIVA;SANTE;SANTE;CCS;8610Z - Activités hospitalières;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;BB3;Echelle / échelon / niveau / indice;GRADEC;MEDECIN GENERALISTE;-;-;-;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;BE6a;Activité économique établissement;CACTIV;SANTE;SANTE;CCS;8610Z;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;BE8a;Profession à l'entrée dans l'entreprise;CPCLCA;MEDECIN URGENTISTE;MEDECIN URGENTISTE;RCS;344A - Médecins hospitaliers sans activité libérale;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;D20;Diplôme le plus élevé;DIPINTA;DIPLOME D'ETAT MEDECIN;DIPLOME D'ETAT MEDECIN;NULL;1960331t;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;D21;Spécialité du diplôme;DIPSCDA;MEDECINE;MEDECINE;-;0912;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;D60;Spécialité formation non-formelle;ETMSPA;SPORT;-;-;-;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;E12a;Activité principale année précédente;EACTIV;SANTE;SANTE;CCS;8610Z - Activités hospitalières;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;E9a;Profession année dernière;EPCLCA;MEDECIN;MEDECIN;RC*;344A - Médecins hospitaliers sans activité libérale;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;G15a;Profession de la mère;MPCLCA;INFIRMIERE;INFIRMIERE;RC*;431F - Infirmiers en soins généraux, salariés;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216142;2;G5a;Profession du père;FPCLCA;COMPTABLE;COMPTABLE;RC*;543A;63;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;1;BA10a;Profession principale;PCLCA;CUISINE;CUISINE;RC*;636D - Cuisiniers et commis de cuisine;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;1;BA22b;Nom de l'employeur;NOMSOC;COMMUNE;MAIRIE;-;-;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;1;BA29;Nom de l'employeur;EMPL;COMMUNE;-;-;-;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;1;BA32a;Activité économique de l'établissement employeur;ACTIVA;MAIRIE;MAIRIE;CCS;8411Z - Administration publique générale;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;1;BA51;Profession dans autre activité;SPCLCA;VENDEUSE;VENDEUSE;RC*;227D;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;1;BB3;Echelle / échelon / niveau / indice;GRADEC;CATEGORIE D;-;-;-;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;1;D20;Diplôme le plus élevé;DIPINTA;BAC PROFESSIONNEL;BAC PROFESSIONNEL;NULL;4000334t;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;1;D21;Spécialité du diplôme;DIPSCDA;HOTELLERIE SERVICES;HOTELLERIE SERVICES;-;1013;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;1;E12a;Activité principale année précédente;EACTIV;MAIRIE;NULL;NULL;NULL;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;2;BA10a;Profession principale;PCLCA;AGENT D'ENTRETIENT;AGENT D'ENTRETIENT;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;2;BA22b;Nom de l'employeur;NOMSOC;INFIRMERIE;SANTE;-;-;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;2;BA29;Nom de l'employeur;EMPL;INFIRMERIE;-;-;-;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;2;BA32a;Activité économique de l'établissement employeur;ACTIVA;SANTE;SANTE;CCS;8610Z - Activités hospitalières;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;2;BA51;Profession dans autre activité;SPCLCA;VENDEUR;VENDEUR;RC*;227D;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;2;D20;Diplôme le plus élevé;DIPINTA;BEP;BEP;NULL;5000254s;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;2;D21;Spécialité du diplôme;DIPSCDA;SOUDURE;SOUDURE;-;0715;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;2;E12a;Activité principale année précédente;EACTIV;TRANSPORT SCOLAIRE;TRANSPORT SCOLAIRE;CCS;4939A - Transports routiers réguliers de voyageurs;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;2;E9a;Profession année dernière;EPCLCA;CONVOYEUR;CONVOYEUR;RC*;676C - Ouvriers du tri, de l'emballage, de l'expédition, non qualifiés;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216143;2;G5a;Profession du père;FPCLCA;TECHNICIEN;TECHNICIEN;RC*;479B - Experts salariés de niveau technicien, techniciens divers;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216145;1;C6a;Profession antérieure;APCLCA;MACONNERIE;MACONNERIE;RC*;632A - Maçons qualifiés;7;Gestionnaire 01;01;0;Enquêteur 02
En02;216145;1;C8;Activité principale employeur;AACTIV;MAIRIE;MAIRIE;CCS;8411Z - Administration publique générale;7;Gestionnaire 01;01;0;Enquêteur 02
En02;216145;1;D38;Année d'études atteinte et diplôme préparé;NIVINTA;6EME;6EME;CCS;79992;7;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;1;BA10a;Profession principale;PCLCA;FEMME DE SERVICE;FEMME DE SERVICE;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;1;BA22b;Nom de l'employeur;NOMSOC;COMMUNE;MAIRIE;-;-;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;1;BA29;Nom de l'employeur;EMPL;COMMUNE;-;-;-;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;1;BA32a;Activité économique de l'établissement employeur;ACTIVA;MAIRIE;MAIRIE;CCS;8411Z - Administration publique générale;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;1;BB3;Echelle / échelon / niveau / indice;GRADEC;GROUPE 5;-;-;-;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;1;D38;Année d'études atteinte et diplôme préparé;NIVINTA;6EME GENERALE;6EME GENERALE;CCS;79992;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;1;E12a;Activité principale année précédente;EACTIV;MAIRIE;NULL;NULL;NULL;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;1;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;1;G5a;Profession du père;FPCLCA;AGRICULTURE;AGRICULTURE;RC*;111F;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;2;C6a;Profession antérieure;APCLCA;SOUDEUR;SOUDEUR;RC*;623C;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;2;C8;Activité principale employeur;AACTIV;ARMEE;ARMEE;CCS;8422Z - Défense;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;2;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;2;G5a;Profession du père;FPCLCA;AGRICULTURE;AGRICULTURE;RC*;111F;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;3;C6a;Profession antérieure;APCLCA;CHAUFFEUR;CHAUFFEUR;RC*;641A - Conducteurs routiers et grands routiers;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;3;C8;Activité principale employeur;AACTIV;COMMERCE;COMMERCE;CCS;4711F - Hypermarchés;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;3;D20;Diplôme le plus élevé;DIPINTA;BAC PROFESSIONNEL;BAC PROFESSIONNEL;NULL;4000311m;31;Gestionnaire 01;01;0;Enquêteur 02
